"units_custom_battle_mounts_mount_name_wh_dlc03_bst_cha_bray_shaman_wild_0wh_dlc03_bst_cha_bray_shaman_wild_1"	"Razorgor Chariot"	"True"
"units_custom_battle_mounts_mount_name_wh2_main_def_cha_sorceress_fire_0wh2_main_def_cha_sorceress_fire_1"	"Dark Steed"	"True"
"units_custom_battle_mounts_mount_name_wh2_main_def_cha_sorceress_fire_0wh2_main_def_cha_sorceress_fire_3"	"Dark Pegasus"	"True"
"units_custom_battle_mounts_mount_name_wh2_main_def_cha_sorceress_fire_0wh2_main_def_cha_sorceress_fire_2"	"Cold One"	"True"
"units_custom_battle_mounts_mount_name_wh2_main_skv_cha_grey_seer_ruin_0wh2_main_skv_cha_grey_seer_ruin_1"	"Screaming Bell"	"True"
"units_custom_battle_mounts_mount_name_wh_main_chs_cha_chaos_sorcerer_metal_0wh_main_chs_cha_chaos_sorcerer_metal_9"	"Manticore"	"True"
"units_custom_battle_mounts_localised_description_wh_main_brt_cha_king_louen_leoncoeur_0wh_main_brt_cha_king_louen_leoncoeur_1"	"The greatest of the hippogryphs for the greatest Bretonnian leader since Gilles the Uniter."	"True"
"units_custom_battle_mounts_localised_description_wh_main_brt_cha_lord_0wh_main_brt_cha_lord_4"	"The finest horses in the Old World, bred for their endurance and fiery temperament, barded for further protection."	"True"
"units_custom_battle_mounts_localised_description_wh_main_brt_cha_king_louen_leoncoeur_0wh_main_brt_cha_king_louen_leoncoeur_2"	"The finest horses in the Old World, bred for their endurance and fiery temperament, barded for further protection."	"True"
"units_custom_battle_mounts_localised_description_wh_main_brt_cha_king_louen_leoncoeur_0wh_main_brt_cha_king_louen_leoncoeur_3"	"Stronger and faster than the mightiest warhorse, these intelligent beasts are exceptionally loyal to their noble masters."	"True"
"units_custom_battle_mounts_localised_description_wh_main_brt_cha_king_louen_leoncoeur_0wh_main_brt_cha_king_louen_leoncoeur_4"	"Fierce beasts that will fight to the death any who enter their territory – be that man or dragon!"	"True"
"units_custom_battle_mounts_localised_description_wh_main_brt_cha_lord_0wh_main_brt_cha_lord_3"	"Stronger and faster than the mightiest warhorse, these intelligent beasts are exceptionally loyal to their noble masters."	"True"
"units_custom_battle_mounts_localised_description_wh_main_brt_cha_lord_0wh_main_brt_cha_lord_2"	"Fierce beasts that will fight to the death any who enter their territory – be that man or dragon!"	"True"
"units_custom_battle_mounts_mount_name_wh2_main_hef_cha_princess_0wh2_main_hef_cha_princess_3"	"Great Eagle"	"True"
"units_custom_battle_mounts_mount_name_wh2_main_hef_cha_princess_0wh2_main_hef_cha_princess_1"	"Elven Steed"	"True"
"units_custom_battle_mounts_mount_name_wh2_main_hef_cha_princess_0wh2_main_hef_cha_princess_5"	"Star Dragon"	"True"
"units_custom_battle_mounts_mount_name_wh2_main_hef_cha_princess_0wh2_main_hef_cha_princess_4"	"Moon Dragon"	"True"
"units_custom_battle_mounts_mount_name_wh_main_chs_cha_exalted_hero_0wh_dlc01_chs_cha_exalted_hero_10"	"Manticore"	"True"
"units_custom_battle_mounts_localised_description_wh_main_vmp_cha_vampire_lord_0wh_main_vmp_cha_vampire_lord_5"	"Covered in heavy barding and spikes, to tear the flesh of their foes."	"True"
